12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
mfpool;Minnesota Fats - Pool Legend (USA);Final Burn Alpha;;1995;Data East;;;;;;0;;;;;
mgcldate;Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J);Arcade;mgcldtex;1996;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcldate;Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J);MAME (Advance);mgcldtex;1996;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcldate;Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J);MAME (Libretro);mgcldtex;1996;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcldate;Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J);MAME (Mame4all);mgcldtex;1996;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcldtex;Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J);Arcade;;1997;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcldtex;Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J);MAME (Advance);;1997;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcldtex;Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J);MAME (Libretro);;1997;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcldtex;Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J);MAME (Mame4all);;1997;Taito;Multiplay / Mini-Games;;;;;0;;;;;
mgcrystl;Magical Crystals (World, 92/01/10);Arcade;;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgcrystl;Magical Crystals (World, 92/01/10);Final Burn Alpha;;1991;Kaneko;;;;;;0;;;;;
mgcrystl;Magical Crystals (World, 92/01/10);MAME (Advance);;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgcrystl;Magical Crystals (World, 92/01/10);MAME (Libretro);;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgcrystl;Magical Crystals (World, 92/01/10);MAME (Mame4all);;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgcrystlj;Magical Crystals (Japan, 92/01/13);Arcade;mgcrystl;1991;Kaneko (Atlus license);Maze / Shooter Large;;;;;0;;;;;
mgcrystlj;Magical Crystals (Japan, 92/01/13);Final Burn Alpha;mgcrystl;1991;Kaneko (Atlus license);;;;;;0;;;;;
mgcrystlj;Magical Crystals (Japan, 92/01/13);MAME (Advance);mgcrystl;1991;Kaneko (Atlus license);Maze / Shooter Large;;;;;0;;;;;
mgcrystlj;Magical Crystals (Japan, 92/01/13);MAME (Libretro);mgcrystl;1991;Kaneko (Atlus license);Maze / Shooter Large;;;;;0;;;;;
mgcrystlj;Magical Crystals (Japan, 92/01/13);MAME (Mame4all);mgcrystl;1991;Kaneko (Atlus license);Maze / Shooter Large;;;;;0;;;;;
mgcrystlo;Magical Crystals (World, 91/12/10);Arcade;mgcrystl;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgcrystlo;Magical Crystals (World, 91/12/10);Final Burn Alpha;mgcrystl;1991;Kaneko;;;;;;0;;;;;
mgcrystlo;Magical Crystals (World, 91/12/10);MAME (Advance);mgcrystl;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgcrystlo;Magical Crystals (World, 91/12/10);MAME (Libretro);mgcrystl;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgcrystlo;Magical Crystals (World, 91/12/10);MAME (Mame4all);mgcrystl;1991;Kaneko;Maze / Shooter Large;;;;;0;;;;;
mgdh;Mahjong Man Guan Da Heng (Taiwan, V125T1);Arcade;;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgdh;Mahjong Man Guan Da Heng (Taiwan, V125T1);MAME (Advance);;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgdh;Mahjong Man Guan Da Heng (Taiwan, V125T1);MAME (Libretro);;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgdh;Mahjong Man Guan Da Heng (Taiwan, V125T1);MAME (Mame4all);;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgdha;Mahjong Man Guan Da Heng (Taiwan, V123T1);Arcade;mgdh;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgdha;Mahjong Man Guan Da Heng (Taiwan, V123T1);MAME (Advance);mgdh;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgdha;Mahjong Man Guan Da Heng (Taiwan, V123T1);MAME (Libretro);mgdh;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgdha;Mahjong Man Guan Da Heng (Taiwan, V123T1);MAME (Mame4all);mgdh;1997;IGS;Tabletop / Mahjong;;;;;0;;;;;
mgnumber;Magic Number;Arcade;;1995;CD Express;Casino;;;;;0;;;;;
mgnumber;Magic Number;MAME (Advance);;1995;CD Express;Casino;;;;;0;;;;;
mgnumber;Magic Number;MAME (Libretro);;1995;CD Express;Casino;;;;;0;;;;;
mgnumber;Magic Number;MAME (Mame4all);;1995;CD Express;Casino;;;;;0;;;;;
mgprem11;Magic Premium (v1.1);Arcade;;1996;CD Express;Casino / Cards;;;;;0;;;;;
mgprem11;Magic Premium (v1.1);MAME (Advance);;1996;CD Express;Casino / Cards;;;;;0;;;;;
mgprem11;Magic Premium (v1.1);MAME (Libretro);;1996;CD Express;Casino / Cards;;;;;0;;;;;
mgprem11;Magic Premium (v1.1);MAME (Mame4all);;1996;CD Express;Casino / Cards;;;;;0;;;;;
mgs;Metal Gear Solid (Rus);Final Burn Alpha;crkdown;199?;Glorysun;;;;;;0;;;;;
mhhonban;Mahjong Housoukyoku Honbanchuu (Japan);Arcade;;199?;Nichibutsu?;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mhhonban;Mahjong Housoukyoku Honbanchuu (Japan);MAME (Advance);;199?;Nichibutsu?;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mhhonban;Mahjong Housoukyoku Honbanchuu (Japan);MAME (Libretro);;199?;Nichibutsu?;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mhhonban;Mahjong Housoukyoku Honbanchuu (Japan);MAME (Mame4all);;199?;Nichibutsu?;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mickeycm;The Great Circus Mystery Starring Mickey & Minnie (USA);Final Burn Alpha;;1994;Capcom;;;;;;0;;;;;
mickeyuc;Mickey's Ultimate Challenge (USA);Final Burn Alpha;;1994;Hi Tech Expressions;;;;;;0;;;;;
mickmack;Mick & Mack as the Global Gladiators (Euro);Final Burn Alpha;;1993;Virgin Games;;;;;;0;;;;;
mickmacku;Mick & Mack as the Global Gladiators (USA);Final Burn Alpha;mickmack;1992;Virgin Games;;;;;;0;;;;;
mickmackup;Mick & Mack as the Global Gladiators (USA, Prototype);Final Burn Alpha;mickmack;1992;Virgin Games;;;;;;0;;;;;
microm96;Micro Machines Turbo Tournament 96 (Euro, v1.1, J-Cart);Final Burn Alpha;;1995;Codemasters;;;;;;0;;;;;
microm96a;Micro Machines Turbo Tournament 96 (Euro, J-Cart);Final Burn Alpha;microm96;1995;Codemasters;;;;;;0;;;;;
micromac;Micro Machines (Euro, USA);Final Burn Alpha;;1993;Codemasters;;;;;;0;;;;;
micromaca;Micro Machines (Euro, USA, Alt);Final Burn Alpha;micromac;1993;Codemasters;;;;;;0;;;;;
micromacb;Micro Machines (Euro, USA, Alt 2);Final Burn Alpha;micromac;1993;Codemasters;;;;;;0;;;;;
micromacc;Micro Machines (Can);Final Burn Alpha;micromac;1993;Codemasters;;;;;;0;;;;;
micromc2;Micro Machines 2 - Turbo Tournament (Euro, J-Cart);Final Burn Alpha;;1994;Codemasters;;;;;;0;;;;;
micromc2a;Micro Machines 2 - Turbo Tournament (Euro, J-Cart, Alt);Final Burn Alpha;micromc2;1994;Codemasters;;;;;;0;;;;;
micromm;Micro Machines Military (Euro, J-Cart);Final Burn Alpha;;1996;Codemasters;;;;;;0;;;;;
midnrun;Midnight Run Road Fighters 2 (EAA, Euro v1.11);Arcade;;1995;Konami;Driving / 1st Person;;;;;0;;;;;
midnrun;Midnight Run Road Fighters 2 (EAA, Euro v1.11);MAME (Advance);;1995;Konami;Driving / 1st Person;;;;;0;;;;;
midnrun;Midnight Run Road Fighters 2 (EAA, Euro v1.11);MAME (Libretro);;1995;Konami;Driving / 1st Person;;;;;0;;;;;
midnrun;Midnight Run Road Fighters 2 (EAA, Euro v1.11);MAME (Mame4all);;1995;Konami;Driving / 1st Person;;;;;0;;;;;
midnruna;Midnight Run Road Fighters 2 (AAA, Asia v1.10);Arcade;midnrun;1995;Konami;Driving / 1st Person;;;;;0;;;;;
midnruna;Midnight Run Road Fighters 2 (AAA, Asia v1.10);MAME (Advance);midnrun;1995;Konami;Driving / 1st Person;;;;;0;;;;;
midnruna;Midnight Run Road Fighters 2 (AAA, Asia v1.10);MAME (Libretro);midnrun;1995;Konami;Driving / 1st Person;;;;;0;;;;;
midnruna;Midnight Run Road Fighters 2 (AAA, Asia v1.10);MAME (Mame4all);midnrun;1995;Konami;Driving / 1st Person;;;;;0;;;;;
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;Arcade;;1997;Face;Puzzle / Toss;;;;;0;;;;;
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;Final Burn Alpha;;1997;Face;;;;;;0;;;;;
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;MAME (Advance);;1997;Face;Puzzle / Toss;;;;;0;;;;;
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;MAME (Libretro);;1997;Face;Puzzle / Toss;;;;;0;;;;;
miexchng;Money Puzzle Exchanger / Money Idol Exchanger;MAME (Mame4all);;1997;Face;Puzzle / Toss;;;;;0;;;;;
mig29;Mig-29 Fighter Pilot (Euro);Final Burn Alpha;;1993;Domark;;;;;;0;;;;;
mig29j;Mig-29 Fighter Pilot (Jpn);Final Burn Alpha;mig29;1993;Tengen;;;;;;0;;;;;
mig29u;Mig-29 Fighter Pilot (USA);Final Burn Alpha;mig29;1993;Domark;;;;;;0;;;;;
mightmag;Might and Magic - Gates to Another World (Euro, USA);Final Burn Alpha;;1991;Electronic Arts;;;;;;0;;;;;
mightmax;The Adventures of Mighty Max (Euro);Final Burn Alpha;;1994;Ocean;;;;;;0;;;;;
mightmaxu;The Adventures of Mighty Max (USA);Final Burn Alpha;mightmax;1994;Ocean;;;;;;0;;;;;
mightmg3;Might and Magic III - Isles of Terra (USA, Prototype);Final Burn Alpha;;1993;FCI?;;;;;;0;;;;;
minasan;Minasanno Okagesamadesu! Daisugorokutaikai (MOM-001)(MOH-001);Arcade;;1990;Monolith Corp.;Tabletop / Mahjong;;;;;0;;;;;
minasan;Minasanno Okagesamadesu! Daisugorokutaikai (MOM-001)(MOH-001);Final Burn Alpha;;1990;Monolith Corp.;;;;;;0;;;;;
minasan;Minasanno Okagesamadesu! Daisugorokutaikai (MOM-001)(MOH-001);MAME (Advance);;1990;Monolith Corp.;Tabletop / Mahjong;;;;;0;;;;;
minasan;Minasanno Okagesamadesu! Daisugorokutaikai (MOM-001)(MOH-001);MAME (Libretro);;1990;Monolith Corp.;Tabletop / Mahjong;;;;;0;;;;;
minasan;Minasanno Okagesamadesu! Daisugorokutaikai (MOM-001)(MOH-001);MAME (Mame4all);;1990;Monolith Corp.;Tabletop / Mahjong;;;;;0;;;;;
minivadr;Mini Vaders;Arcade;;1990;Taito Corporation;Shooter / Gallery;;;;;0;;;;;
minivadr;Mini Vaders;MAME (Advance);;1990;Taito Corporation;Shooter / Gallery;;;;;0;;;;;
minivadr;Mini Vaders;MAME (Libretro);;1990;Taito Corporation;Shooter / Gallery;;;;;0;;;;;
minivadr;Mini Vaders;MAME (Mame4all);;1990;Taito Corporation;Shooter / Gallery;;;;;0;;;;;
minivadr;Minivader;Final Burn Alpha;;1990;Taito Corporation;;;;;;0;;;;;
miracle9;Chou Kyuukai Miracle Nine (Jpn);Final Burn Alpha;;1995;Sega;;;;;;0;;;;;
miraclep;The Miracle Piano Teaching System (USA);Final Burn Alpha;;1992;Software Toolworks;;;;;;0;;;;;
mirage;Mirage Youjuu Mahjongden (Japan);Arcade;;1994;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mirage;Mirage Youjuu Mahjongden (Japan);MAME (Advance);;1994;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mirage;Mirage Youjuu Mahjongden (Japan);MAME (Libretro);;1994;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mirage;Mirage Youjuu Mahjongden (Japan);MAME (Mame4all);;1994;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
missb2;Miss Bubble II;Arcade;;1996;Alpha Co.;Platform / Run Jump * Mature *;;;;;0;;;;;
missb2;Miss Bubble II;MAME (Advance);;1996;Alpha Co.;Platform / Run Jump * Mature *;;;;;0;;;;;
missb2;Miss Bubble II;MAME (Libretro);;1996;Alpha Co.;Platform / Run Jump * Mature *;;;;;0;;;;;
missb2;Miss Bubble II;MAME (Mame4all);;1996;Alpha Co.;Platform / Run Jump * Mature *;;;;;0;;;;;
missmw96;Miss Mister World '96 (Nude);Arcade;missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missmw96;Miss Mister World '96 (Nude);Final Burn Alpha;missw96;1996;Comad;;;;;;0;;;;;
missmw96;Miss Mister World '96 (Nude);MAME (Advance);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missmw96;Miss Mister World '96 (Nude);MAME (Libretro);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missmw96;Miss Mister World '96 (Nude);MAME (Mame4all);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96;Miss World '96 (Nude) (set 1);Arcade;;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96;Miss World '96 (Nude) (set 1);MAME (Advance);;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96;Miss World '96 (Nude) (set 1);MAME (Libretro);;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96;Miss World '96 (Nude) (set 1);MAME (Mame4all);;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96;Miss World '96 (Nude) (set1);Final Burn Alpha;;1996;Comad;;;;;;0;;;;;
missw96a;Miss World '96 (Nude) (set 2);Arcade;missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96a;Miss World '96 (Nude) (set 2);Final Burn Alpha;missw96;1996;Comad;;;;;;0;;;;;
missw96a;Miss World '96 (Nude) (set 2);MAME (Advance);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96a;Miss World '96 (Nude) (set 2);MAME (Libretro);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96a;Miss World '96 (Nude) (set 2);MAME (Mame4all);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96b;Miss World '96 (Nude) (set 3);Arcade;missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96b;Miss World '96 (Nude) (set 3);Final Burn Alpha;missw96;1996;Comad;;;;;;0;;;;;
missw96b;Miss World '96 (Nude) (set 3);MAME (Advance);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96b;Miss World '96 (Nude) (set 3);MAME (Libretro);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
missw96b;Miss World '96 (Nude) (set 3);MAME (Mame4all);missw96;1996;Comad;Puzzle / Outline * Mature *;;;;;0;;;;;
mizubaku;Mizubaku Daibouken (Japan);Arcade;liquidk;1990;Taito Corporation;Platform / Fighter Scrolling;;;;;0;;;;;
mizubaku;Mizubaku Daibouken (Japan);Final Burn Alpha;liquidk;1990;Taito Corporation;;;;;;0;;;;;
mizubaku;Mizubaku Daibouken (Japan);MAME (Advance);liquidk;1990;Taito Corporation;Platform / Fighter Scrolling;;;;;0;;;;;
mizubaku;Mizubaku Daibouken (Japan);MAME (Libretro);liquidk;1990;Taito Corporation;Platform / Fighter Scrolling;;;;;0;;;;;
mizubaku;Mizubaku Daibouken (Japan);MAME (Mame4all);liquidk;1990;Taito Corporation;Platform / Fighter Scrolling;;;;;0;;;;;
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);Arcade;;1996;Maboroshi Ware;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);Final Burn Alpha;;1996;Maboroshi Ware;;;;;;0;;;;;
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);MAME (Advance);;1996;Maboroshi Ware;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);MAME (Libretro);;1996;Maboroshi Ware;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);MAME (Mame4all);;1996;Maboroshi Ware;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);Arcade;janbari;1992;Nichibutsu / Yubis / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);MAME (Advance);janbari;1992;Nichibutsu / Yubis / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);MAME (Libretro);janbari;1992;Nichibutsu / Yubis / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);MAME (Mame4all);janbari;1992;Nichibutsu / Yubis / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjangels;Mahjong Angels - Comic Theater Vol.2 (Japan);Arcade;;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjangels;Mahjong Angels - Comic Theater Vol.2 (Japan);MAME (Advance);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjangels;Mahjong Angels - Comic Theater Vol.2 (Japan);MAME (Libretro);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjangels;Mahjong Angels - Comic Theater Vol.2 (Japan);MAME (Mame4all);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjchuuka;Mahjong Chuukanejyo (China);Arcade;;1998;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjchuuka;Mahjong Chuukanejyo (China);MAME (Advance);;1998;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjchuuka;Mahjong Chuukanejyo (China);MAME (Libretro);;1998;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjchuuka;Mahjong Chuukanejyo (China);MAME (Mame4all);;1998;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjcomv1;Mahjong Comic Gekijou Vol.1 (Japan);Arcade;;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjcomv1;Mahjong Comic Gekijou Vol.1 (Japan);MAME (Advance);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjcomv1;Mahjong Comic Gekijou Vol.1 (Japan);MAME (Libretro);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjcomv1;Mahjong Comic Gekijou Vol.1 (Japan);MAME (Mame4all);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjdchuka;Mahjong The Dai Chuuka Ken (China, v. D111);Arcade;;1995;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjdchuka;Mahjong The Dai Chuuka Ken (China, v. D111);MAME (Advance);;1995;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjdchuka;Mahjong The Dai Chuuka Ken (China, v. D111);MAME (Libretro);;1995;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjdchuka;Mahjong The Dai Chuuka Ken (China, v. D111);MAME (Mame4all);;1995;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjdialq2;Mahjong Dial Q2 (Japan);Arcade;;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjdialq2;Mahjong Dial Q2 (Japan);MAME (Advance);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjdialq2;Mahjong Dial Q2 (Japan);MAME (Libretro);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjdialq2;Mahjong Dial Q2 (Japan);MAME (Mame4all);;1991;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjegolf;Mahjong Erotica Golf (Japan);Arcade;;1994;Fujic / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjegolf;Mahjong Erotica Golf (Japan);MAME (Advance);;1994;Fujic / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjegolf;Mahjong Erotica Golf (Japan);MAME (Libretro);;1994;Fujic / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjegolf;Mahjong Erotica Golf (Japan);MAME (Mame4all);;1994;Fujic / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3;Mahjong Electron Base (parts 2 & 3, Japan);Arcade;mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3;Mahjong Electron Base (parts 2 & 3, Japan);MAME (Advance);mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3;Mahjong Electron Base (parts 2 & 3, Japan);MAME (Libretro);mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3;Mahjong Electron Base (parts 2 & 3, Japan);MAME (Mame4all);mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3a;Mahjong Electron Base (parts 2 & 3, alt., Japan);Arcade;mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3a;Mahjong Electron Base (parts 2 & 3, alt., Japan);MAME (Advance);mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3a;Mahjong Electron Base (parts 2 & 3, alt., Japan);MAME (Libretro);mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelct3a;Mahjong Electron Base (parts 2 & 3, alt., Japan);MAME (Mame4all);mjelctrn;1990;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrb;Mahjong Electron Base (parts 2 & 4, Japan, bootleg);Arcade;mjelctrn;1993;bootleg;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrb;Mahjong Electron Base (parts 2 & 4, Japan, bootleg);MAME (Advance);mjelctrn;1993;bootleg;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrb;Mahjong Electron Base (parts 2 & 4, Japan, bootleg);MAME (Libretro);mjelctrn;1993;bootleg;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrb;Mahjong Electron Base (parts 2 & 4, Japan, bootleg);MAME (Mame4all);mjelctrn;1993;bootleg;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrn;Mahjong Electron Base (parts 2 & 4, Japan);Arcade;;1993;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrn;Mahjong Electron Base (parts 2 & 4, Japan);MAME (Advance);;1993;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrn;Mahjong Electron Base (parts 2 & 4, Japan);MAME (Libretro);;1993;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjelctrn;Mahjong Electron Base (parts 2 & 4, Japan);MAME (Mame4all);;1993;Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjflove;Mahjong Fantasic Love (Japan);Arcade;;1996;Nakanihon;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjflove;Mahjong Fantasic Love (Japan);MAME (Advance);;1996;Nakanihon;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjflove;Mahjong Fantasic Love (Japan);MAME (Libretro);;1996;Nakanihon;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjflove;Mahjong Fantasic Love (Japan);MAME (Mame4all);;1996;Nakanihon;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgakmld1;Mahjong Gakuen Mild - Touma Soushirou Toujou (Alt);Final Burn Alpha;mjgakmld;1990;Face;;;;;;0;;;;;
mjgakmld;Mahjong Gakuen Mild - Touma Soushirou Toujou;Final Burn Alpha;;1990;Face;;;;;;0;;;;;
mjgakuen;Mahjong Gakuen - Touma Soushirou Toujou;Final Burn Alpha;;1990;Face;;;;;;0;;;;;
mjgokusp;Mahjong Gokuu Special;Final Burn Alpha;;1990;Sunsoft;;;;;;0;;;;;
mjgottsu;Mahjong Gottsu ee-kanji (Japan);Arcade;;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgottsu;Mahjong Gottsu ee-kanji (Japan);MAME (Advance);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgottsu;Mahjong Gottsu ee-kanji (Japan);MAME (Libretro);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgottsu;Mahjong Gottsu ee-kanji (Japan);MAME (Mame4all);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgottub;Medal Mahjong Gottsu ee-kanji [BET] (Japan);Arcade;;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgottub;Medal Mahjong Gottsu ee-kanji [BET] (Japan);MAME (Advance);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgottub;Medal Mahjong Gottsu ee-kanji [BET] (Japan);MAME (Libretro);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjgottub;Medal Mahjong Gottsu ee-kanji [BET] (Japan);MAME (Mame4all);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjifb2;Mahjong If...? [BET](2921);Arcade;mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb2;Mahjong If...? [BET](2921);MAME (Advance);mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb2;Mahjong If...? [BET](2921);MAME (Libretro);mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb2;Mahjong If...? [BET](2921);MAME (Mame4all);mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb3;Mahjong If...? [BET](2931);Arcade;mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb3;Mahjong If...? [BET](2931);MAME (Advance);mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb3;Mahjong If...? [BET](2931);MAME (Libretro);mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb3;Mahjong If...? [BET](2931);MAME (Mame4all);mjifb;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb;Mahjong If...? [BET];Arcade;;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb;Mahjong If...? [BET];MAME (Advance);;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjifb;Mahjong If...? [BET];MAME (Libretro);;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
